id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR6a0009,人仙經,Rén xiān jīng,Sūtra of the Human Sage,987,1000,1001
KR6a0010,白衣金幢二婆羅門緣起經,Báiyī Jīnchuáng èr póluómén yuánqǐ jīng,"Sūtra on the Origin Story of the Two Brahmins, ""White-Robe"" and ""Golden-Banner""",982,1017,1000
KR6a0011,尼拘陀梵志經,Níjūtuó fànzhì jīng,Sūtra of the Brahmin-Ascetic Nyagrodha,982,1017,1000
KR6a0012,大集法門經,Dàjí fǎmén jīng,Sūtra of the Great Convocation of Doctrinal Categories,982,1017,1000
KR6a0013,長阿含十報法經,Cháng āhán shíbào fǎ jīng,"Sūtra of the ""Ten Ascending Categories"" of the Long Āgama",148,170,160; 250
KR6a0014,人本欲生經,Rénběn yùshēng jīng,Sūtra on the Origins and the Wish-to-Be-Reborn of Humans,148,170,160
KR6a0015,帝釋所問經,Dìshì suǒwèn jīng,Sūtra of the Questions of Indra (Śakra),987,1000,1001
KR6a0016,尸迦羅越六方禮經,Shījiāluóyuè liùfāng lǐ jīng,Sūtra of Sigāla[ka]'s Worship of the Six Directions,148,170,160; 300
KR6a0017,善生子經,Shànshēng zǐ jīng,Sūtra of the Son of Sujāta,301,301,301; 457
KR6a0018,信佛功德經,Xìnfó gōngdé jīng,Sūtra on the Merits of Faith in the Buddha,987,1000,1001
KR6a0019,大三摩惹經,Dà sānmórě jīng,Sūtra of the Great Convocation,973,1001,980
KR6a0020,佛開解梵志阿颰經,Fó kāijiě fànzhì Ābá jīng,Sūtra in which the Buddha Enlightens the Brahmin Ambaṭṭha,222,253,245; 250; 450
KR6a0021,梵網六十二見經,Fànwǎng liùshí'èr jiàn jīng,Sūtra of the Brahma-Net of Sixty-Two Views,222,253,245
KR6a0022,寂志果經,Jìzhì guǒ jīng,Sūtra on the Fruits of the Quietist Life,381,395,390
KR6a0023,大樓炭經,Dà lóutàn jīng,Sūtra of the Great Tower-Charcoal,290,311,299
KR6a0024,起世經,Qǐshì jīng,Sūtra of the Rising of the World,581,600,590
KR6a0025,起世因本經,Qǐshì yīnběn jīng,Sūtra on the Causal Origin of the Rising of the World,590,619,610
KR6a0026,中阿含經,Zhōng Āhán jīng,The Middle-Length Discourses (Madhyama-āgama),397,398,390
KR6a0027,七知經,Qī zhī jīng,Sūtra of the Seven Kinds of Knowing,222,253,245
KR6a0028,園生樹經,Yuánshēng shù jīng,Sūtra of the Garden-Born Tree,982,1017,1000
KR6a0029,鹹水喻經,Xiánshuǐyù jīng,Sūtra of the Salt-Water Simile,265,317,390
KR6a0030,薩鉢多酥哩踰捺野經,Sàbōduō sūlīyúnàiyě jīng,Sūtra of the Rising of the Seven Suns (Sapta-sūryôdaya-sūtra),987,1000,1001
KR6a0031,一切流攝守因經,Yīqiè liú shèshǒu yīn jīng,Sūtra on the Causes of the Restraint and Guarding of All Outflows,148,170,160
KR6a0032,四諦經,Sìdì jīng,Sūtra of the Four Noble Truths,148,170,160
KR6a0033,恒水經,Héngshuǐ jīng,Sūtra of the Ganges,290,311,245; 299
KR6a0034,法海經,Fǎhǎi jīng,Sūtra of the Sea of Dharma,290,311,299
KR6a0035,海八德經,Hǎibādé jīng,Sūtra of the Eight Virtues of the Ocean,401,413,73; 405
KR6a0036,本相猗致經,Běnxiāng yīzhì jīng,"Sūtra on the Origins, Manifestations, and Concomitant Causes (of Existence)",148,170,160
KR6a0037,緣本致經,Yuánběnzhì jīng,Sūtra on the Conditioning-Cause of the Origin,317,420,420
KR6a0038,輪王七寶經,Lúnwáng qībǎo jīng,Sūtra of the Seven Treasures of the Wheel-Turning King,982,1017,1000
KR6a0039,頂生王故事經,Dǐngshēng wáng gùshì jīng,Sūtra of the Story of King Mūrdhāja,290,311,299; 390
KR6a0040,文陀竭王經,Wéntuójié wáng jīng,Sūtra of King Mandhātu,414,433,430
KR6a0041,頻婆娑羅王經,Pínpósuōluó wáng jīng,Sūtra of King Bimbisāra,987,1000,440
KR6a0042,鐵城泥犁經,Tiěchéng nílí jīng,Sūtra of the Iron-City Hells,381,395,390
KR6a0043,閻羅王五天使者經,Yánluówáng wǔ tiānshǐzhě jīng,Sūtra of the Five Divine Messengers of King Yama,457,457,457
KR6a0044,古來世時經,Gǔlái shìshí jīng,Sūtra of the Times of Past and Future Ages,317,420,420
KR6a0045,大正句王經,Dà Zhèngjù wáng jīng,Sūtra of King Pāyāsi,987,1000,1001
KR6a0046,阿那律八念經,Ānàlǜ bāniàn jīng,Sūtra of the Eight Reflections of Anuruddha,185,220,186; 250
KR6a0047,離睡經,Líshuì jīng,Sūtra on Driving Off Drowsiness,266,313,300; 390
KR6a0048,是法非法經,Shìfǎ fēifǎ jīng,Sūtra on Dharma and Non-Dharma,148,170,160
KR6a0049,求欲經,Qiúyù jīng,Sūtra on the Quest for Desire,290,311,299; 390
KR6a0050,受歲經,Shòusuì jīng,Sūtra of the Receiving of Years,266,313,300; 390
KR6a0051,梵志計水淨經,Fànzhì jì shuǐjìng jīng,Sūtra of the Brahmin Who Reckoned Purity by Water,317,420,390; 420
KR6a0052,大生義經,Dà shēngyì jīng,Sūtra on the Great Meaning of Origination,982,1017,1000
KR6a0053,苦陰經,Kǔyìn jīng,Sūtra of the Mass of Suffering,25,220,390
KR6a0054,釋摩男本四子經,Shì Mónán běnsìzǐ jīng,Sūtra on the Original Four Sons of the Śākyan Mahānāman,222,253,245
KR6a0055,苦陰因事經,Kǔyìn yīnshì jīng,Sūtra on the Causes of the Mass of Suffering,290,311,299; 390
KR6a0056,樂想經,Lèxiǎng jīng,Sūtra on the Perception of Pleasure,266,313,300; 390
KR6a0057,漏分布經,Lòufēnbù jīng,Sūtra on the Distribution of the Outflows,148,170,160
KR6a0058,阿耨風經,Ānòufēng jīng,Sūtra of (the Town) Anupiya,381,395,390
KR6a0059,諸法本經,Zhūfǎ běn jīng,Sūtra on the Roots of All Phenomena,222,253,245
KR6a0060,瞿曇彌記果經,Qútánmí jìguǒ jīng,Sūtra of the Predicted Fruit of Mahāprajāpatī,457,457,390; 457
KR6a0061,受新歲經,Shòu xīnsuì jīng,Sūtra of the Receiving of the New Year,266,313,300
KR6a0062,新歲經,Xīnsuì jīng,Sūtra of the New Year,381,395,390
KR6a0063,解夏經,Jiěxià jīng,Sūtra on the Dispersal of the Summer (Rains-Retreat),987,1000,1001
KR6a0064,瞻婆比丘經,Zhānbó bǐqiū jīng,Sūtra of the Monks of Campā,290,311,299; 390
KR6a0065,伏婬經,Fúyín jīng,Sūtra on the Subduing of Lust,290,311,299; 390
KR6a0066,魔嬈亂經,Móráoluàn jīng,Sūtra of Māra's Disturbance,25,220,390
KR6a0067,弊魔試目連經,Bìmó shì Mùlián jīng,Sūtra of the Vile Māra Testing Mahāmaudgalyāyana,222,253,245; 299; 300
KR6a0068,賴吒和羅經,Làizhàhéluó jīng,Sūtra of Raṭṭhapāla,222,253,186; 245
KR6a0069,護國經,Hùguó jīng,Sūtra of the Protector of the Country (Raṭṭhapāla),987,1000,1001
KR6a0070,數經,Shù jīng,Sūtra of the Numbered (Stages),290,311,299; 390
KR6a0071,梵志頞波羅延問種尊經,Fànzhì Èbōluóyán wèn zhǒngzūn jīng,Sūtra in which the Brahmin Assalāyana Asked about the Superiority of Class,381,395,390
KR6a0072,三歸五戒慈心厭離功德經,Sānguī wǔjiè cíxīn yànlí gōngdé jīng,"Sūtra of the Merits of the Three Refuges, the Five Precepts, Loving-Kindness and Renunciation",317,420,420; 495
KR6a0073,須達經,Xūdá jīng,Sūtra of Sudatta (Anāthapiṇḍika),479,502,390; 495
KR6a0074,長者施報經,Zhǎngzhě shībào jīng,Sūtra of the Householder's Reward for Giving,973,1001,980
KR6a0075,佛為黃竹園老婆羅門說學經,Fó wèi Huángzhúyuán lǎo póluómén shuō xué jīng,Sūtra in which the Buddha Taught Practice to the Old Brahmin of the Yellow-Bamboo Park,420,479,390; 460
KR6a0076,梵摩渝經,Fànmóyú jīng,Sūtra of the Brahmin Brahmāyu,222,253,245
KR6a0077,尊上經,Zūnshàng jīng,Sūtra of the Most-Venerable,266,313,300; 390
KR6a0078,兜調經,Dōudiào jīng,Sūtra of Tudika,317,420,420
KR6a0079,鸚鵡經,Yīngwǔ jīng,Sūtra of the Parrot,435,468,390; 440
KR6a0080,佛為首迦長者說業報差別經,Fó wèi Shǒujiā zhǎngzhě shuō yèbào chābié jīng,Sūtra in which the Buddha Taught the Householder Śuka on the Variations of Karmic Reward,581,600,582
KR6a0081,分別善惡報應經,Fēnbié shànè bàoyìng jīng,Sūtra on the Distinction between the Karmic Reward of Good and Evil,982,987,990
KR6a0082,意經,Yì jīng,Sūtra of the Mind,266,313,300; 390
KR6a0083,應法經,Yìngfǎ jīng,Sūtra on Dharma-Conformity,266,313,300; 390
KR6a0084,分別布施經,Fēnbié bùshī jīng,Sūtra on the Distinction of Giving,982,1017,1000
KR6a0085,息諍因緣經,Xīzhèng yīnyuán jīng,Sūtra on the Causes of Quenching Disputes,982,1017,1000
KR6a0086,泥犁經,Nílí jīng,Sūtra of the Hells,381,395,390
KR6a0087,齋經,Zhāi jīng,Sūtra of the Fast-Day Observance,222,253,245
KR6a0088,優陂夷墮舍迦經,Yōubēyí Duòshèjiā jīng,Sūtra of the Lay-Sister Visākhā,420,479,460
KR6a0089,八關齋經,Bāguānzhāi jīng,Sūtra of the Eight Precepts of the Fast-Day,433,464,390; 450
KR6a0090,鞞摩肅經,Bǐmósù jīng,Sūtra of the Wandering Ascetic Vekhanassa,435,468,390; 440
KR6a0091,婆羅門子命終愛念不離經,Póluóménzǐ mìngzhōng àiniàn bùlí jīng,Sūtra on the Brahmin's Inability to Let Go of His Beloved Son's Death,148,170,160; 390
KR6a0092,十支居士八城人經,Shízhī jūshì Bāchéngrén jīng,Sūtra of the Householder Daśama of the Eight-Cities-Folk,148,170,160; 390
KR6a0093,邪見經,Xiéjiàn jīng,Sūtra on Wrong Views,317,420,300; 390; 420
KR6a0094,箭喻經,Jiànyù jīng,Sūtra of the Arrow Simile,317,420,390; 420
KR6a0095,蟻喻經,Yǐyù jīng,Sūtra of the Anthill Simile,982,1017,1000
KR6a0096,治意經,Zhìyì jīng,Sūtra on the Disciplining of the Mind,265,317,
KR6a0097,廣義法門經,Guǎngyì fǎmén jīng,Sūtra of the Extensive-Meaning Doctrine-Categories,546,569,565
KR6a0098,普法義經,Pǔfǎyì jīng,Sūtra of the Universal-Doctrine Meaning,148,170,160
KR6a0099,雜阿含經,Zá Āhán jīng,The Connected Discourses (Saṃyukta-āgama),435,443,440; 450
KR6a0100,別譯雜阿含經,Biéyì Zá Āhán jīng,Variant Translation of the Connected Discourses,350,431,417
KR6a0101,雜阿含經,Zá Āhán jīng,The Connected Discourses (a one-fascicle anthology),220,280,160
KR6a0102,佛說五蘊皆空經,Fó shuō wǔyùn jiēkōng jīng,Sūtra in which the Buddha Taught that the Five Aggregates Are All Empty,695,713,705
KR6a0103,佛說聖法印經,Fó shuō shèngfǎyìn jīng,Sūtra of the Sacred Dharma-Seals,266,313,300
KR6a0104,佛說法印經,Fó shuō fǎyìn jīng,Sūtra of the Dharma-Seal,982,1017,1000
KR6a0105,五陰譬喻經,Wǔyīn pìyù jīng,Sūtra of the Five-Aggregate Similes,148,170,160
KR6a0106,佛說水沫所漂經,Fó shuō shuǐmò suǒpiāo jīng,Sūtra on What is Carried by the Foam,381,395,390
KR6a0107,佛說不自守意經,Fó shuō bùzìshǒuyì jīng,Sūtra on the Unguarded Mind,222,253,160; 245
KR6a0108,佛說滿願子經,Fó shuō Mǎnyuànzǐ jīng,Sūtra of the Son of Pūrṇa,317,420,420
KR6a0109,佛說轉法輪經,Fó shuō zhuǎn fǎlún jīng,Sūtra of the Turning of the Dharma-Wheel,148,170,160
KR6a0110,佛說三轉法輪經,Fó shuō sānzhuǎn fǎlún jīng,Sūtra of the Three Turnings of the Dharma-Wheel,695,713,705
KR6a0111,佛說相應相可經,Fó shuō xiāngyīng xiāngkě jīng,Sūtra on Mutual Correspondence and Mutual Compatibility,290,311,299
KR6a0112,佛說八正道經,Fó shuō bāzhèngdào jīng,Sūtra of the Noble Eightfold Path,148,170,160
KR6a0113,佛說難提釋經,Fó shuō Nántíshì jīng,Sūtra of the Śākyan Nandiya,290,311,299
KR6a0114,佛說馬有三相經,Fó shuō mǎ yǒu sānxiāng jīng,Sūtra on the Three Marks of a Horse,185,220,186
KR6a0115,佛說馬有八態譬人經,Fó shuō mǎ yǒu bātài pìrén jīng,Sūtra on the Eight Behaviours of Horses Compared with Persons,185,220,186
KR6a0116,佛說戒德香經,Fó shuō jièdéxiāng jīng,Sūtra on the Fragrance of Moral Virtue,381,395,390
KR6a0117,佛說戒香經,Fó shuō jièxiāng jīng,Sūtra on the Fragrance of the Precepts,987,1000,1001
KR6a0118,佛說鴦掘摩經,Fó shuō Yāngjuémó jīng,Sūtra of Aṅgulimāla,266,313,300
KR6a0119,佛說鴦崛髻經,Fó shuō Yāngjuéjì jīng,Sūtra of Aṅgulimāla,290,311,299; 390
KR6a0120,央掘魔羅經,Yāngjuémóluó jīng,Sūtra of Aṅgulimāla,435,468,440; 450
KR6a0121,佛說月喻經,Fó shuō yuèyù jīng,Sūtra of the Moon Simile,982,1017,1000
KR6a0122,佛說波斯匿王太后崩塵土坌身經,Fó shuō Bōsīnìwáng tàihòu bēng chéntǔ bènshēn jīng,Sūtra of King Pasenadi's Self-Defilement at His Mother's Death,290,311,299; 390
KR6a0123,佛說放牛經,Fó shuō fàngniú jīng,Sūtra of the Cowherd,401,413,390; 405
KR6a0124,緣起經,Yuánqǐ jīng,Sūtra of Dependent Origination,645,664,655
KR6a0125,佛說恒水流樹經,Fó shuō héngshuǐ liúshù jīng,Sūtra of the Tree Floating in the Ganges,435,468,
KR6a0126,增壹阿含經,Zēngyī Āhán jīng,The Numbered Discourses (Ekottara-āgama),384,398,384; 385; 390; 410
KR6a0127,佛說阿羅漢具德經,Fó shuō Āluóhàn jùdé jīng,Sūtra on the Foremost Disciples,987,1000,1001
KR6a0128,佛說四人出現世間經,Fó shuō sìrén chūxiàn shìjiān jīng,Sūtra of the Four Kinds of Person who Appear in the World,435,468,390; 440
KR6a0129,須摩提女經,Xūmótínǚ jīng,Sūtra of Sumati the Daughter,222,253,
KR6a0130,須摩提女經,Xūmótínǚ jīng,Sūtra of Sumati,222,253,
KR6a0131,佛說三摩竭經,Fó shuō Sānmójié jīng,Sūtra of Sumāgadha,224,253,250
KR6a0132,佛說給孤長者女得度因緣經,Fó shuō Jǐgūzhǎngzhěnǚ dédù yīnyuán jīng,Sūtra on the Causes for the Liberation of Anāthapiṇḍika's Daughter,982,1017,1000
KR6a0133,佛說婆羅門避死經,Fó shuō póluómén bìsǐ jīng,Sūtra of the Brahmins Who Tried to Escape Death,148,170,160; 390
KR6a0134,佛說食施獲五福報經,Fó shuō shíshī huò wǔfúbào jīng,Sūtra on the Five Merit-Rewards of Giving Food,317,420,
KR6a0135,施食獲五福報經,Shīshí huò wǔfúbào jīng,Sūtra on the Five Merit-Rewards of Giving Food,317,420,
KR6a0136,頻毘娑羅王詣佛供養經,Pínpísuōluówáng yìfó gòngyǎng jīng,Sūtra on King Bimbisāra's Visit to Make Offerings to the Buddha,290,311,299; 390
KR6a0137,佛說長者子六過出家經,Fó shuō zhǎngzhězǐ liùguò chūjiā jīng,Sūtra of the Householder's Son Who Renounced Six Times,457,457,390; 457
KR6a0138,佛說力士移山經,Fó shuō lìshì yíshān jīng,Sūtra of the Strongmen Who Moved the Mountain,266,313,300
KR6a0139,佛說四未曾有法經,Fó shuō sì wèicéngyǒu fǎ jīng,Sūtra of the Four Wonderful Qualities,266,313,300; 390
KR6a0140,舍利弗摩訶目連遊四衢經,Shèlìfó Móhémùlián yóu sìqú jīng,Sūtra of Sāriputra and Mahāmaudgalyāyana Travelling the Four Crossroads,194,199,190
KR6a0141,佛說十一想思念如來經,Fó shuō shíyīxiǎng sīniàn rúlái jīng,Sūtra of the Eleven Reflections in Recollection of the Tathāgata,435,468,390; 440
KR6a0142,佛說四泥犁經,Fó shuō sì nílí jīng,Sūtra of the Four Hells,381,395,390
KR6a0143,阿那邠邸化七子經,Ānàbīndǐ huà qīzǐ jīng,Sūtra of Anāthapiṇḍika Converting His Seven Sons,148,170,160; 390
KR6a0144,佛說阿遬達經,Fó shuō Āsùdá jīng,Sūtra of Asaka,435,468,440
KR6a0145,佛說玉耶女經,Fó shuō Yùyēnǚ jīng,Sūtra of the Lay-Sister Sujātā,265,317,
KR6a0146,玉耶女經,Yùyēnǚ jīng,Sūtra of Sujātā,265,317,
KR6a0147,玉耶經,Yùyē jīng,Sūtra of Sujātā,381,395,390
KR6a0148,佛說大愛道般泥洹經,Fó shuō Dààidào bānníhuán jīng,Sūtra of the Parinirvāṇa of Mahāprajāpatī Gautamī,290,305,186; 300
KR6a0149,佛母般泥洹經,Fómǔ bānníhuán jīng,Sūtra of the Parinirvāṇa of the Buddha's Mother,457,457,250; 450; 457
KR6a0150,舍衛國王夢見十事經,Shèwèiguówáng mèngjiàn shíshì jīng,Sūtra of the Ten Dreams Seen by the King of Śrāvasti,25,220,
KR6a0151,佛說舍衛國王十夢經,Fó shuō Shèwèiguówáng shímèng jīng,Sūtra of the Ten Dreams of the King of Śrāvasti,265,317,
KR6a0152,國王不梨先泥十夢經,Guówáng Bùlíxiānní shímèng jīng,Sūtra of the Ten Dreams of King Pasenadi,381,395,390
KR6a0153,佛說阿難同學經,Fó shuō Ānán tóngxué jīng,Sūtra of Ānanda's Fellow-Disciple,148,170,160; 390
KR6a0154,七處三觀經,Qīchù sānguān jīng,Sūtra of the Seven Stations and Three Contemplations,148,170,160
KR6a0155,九橫經,Jiǔhéng jīng,Sūtra of the Nine Untimely Deaths,148,170,160
KR6a0156,佛說阿含正行經,Fóshuō Āhán zhèngxíng jīng,Sūtra Spoken by the Buddha on the Right Practice of the Āgama,148,170,160; 250
KR6a0157,四阿鋡暮抄解,Sìāhánmù chāo jiě,Exegesis of the Abstract from the Four Āgama-mātṛkās,382,382,380; 382; 390
KR6a0158,三法度論,Sānfǎdù lùn,Treatise of the Three-Dharma Measure (Tridharmaka-śāstra),391,391,390
KR6a0159,分別功德論,Fēnbié gōngdé lùn,Treatise on the Differentiation of Merit (\*Puṇya-vibhaṅga),25,220,317; 384; 385; 390; 420
KR6a0160,阿含口解十二因緣經,Āhán kǒujiě shí'èr yīnyuán jīng,Sūtra on the Oral Exposition from the Āgamas of the Twelve Causes-and-Conditions,181,188,160; 186
KR6a0161,人本欲生經註,Rénběn yùshēng jīng zhù,Annotations on the Sūtra on the Origin of Human Birth-Lust,365,385,160; 385
KR6a0162,陰持入經註,Yīnchírù jīng zhù,Annotations on the Skandha-Dhātu-Āyatana Sūtra,222,280,160; 230; 240
KR6b,本緣部,Běnyuán bù,"Buddhist Canon — Past-Life Narratives (Jātaka, Avadāna, Buddha-Biography, Parable, Dharmapada)",,,
KR6b0001,六度集經,Liùdù jí jīng,Sūtra-Anthology of the Six Perfections (Ṣaṭ-pāramitā-saṃgraha),247,280,245; 247; 250; 300; 302; 390; 396
KR6b0002,菩薩本緣經,Púsà běnyuán jīng,Sūtra on the Past-Life Causes of the Bodhisattva,222,253,245; 265; 380
KR6b0003,生經,Shēng jīng,Sūtra of Births (Jātakas),285,285,300
KR6b0004,菩薩本行經,Púsà běnxíng jīng,Sūtra of the Bodhisattva's Past Practice,317,420,420
KR6b0005,大方便佛報恩經,Dàfāngbiàn fó bào'ēn jīng,Sūtra on the Buddha's Great Skilful-Means Repayment of Kindness,25,220,317; 420
KR6b0006,悲華經,Bēihuā jīng,Karuṇā-puṇḍarīka-sūtra (Sūtra of the Lotus of Compassion),414,421,430
KR6b0007,大乘悲分陀利經,Dàshèng bēifēntuólì jīng,Mahāyāna Karuṇā-puṇḍarīka-sūtra (Mahāyāna Lotus-of-Compassion Sūtra),350,431,417
KR6b0008,大乘本生心地觀經,Dàshèng běnshēng xīndìguān jīng,Mahāyāna Sūtra on the Original-Birth Mind-Ground Contemplation,810,811,800
KR6b0009,大乘本生心地觀經淺註懸示,Dàshèng běnshēng xīndìguān jīng qiǎnzhù xuánshì,Prefatory Outline to the Shallow Notes on the Mahāyāna Mind-Ground Sūtra,1722,1735,
KR6b0010,大乘本生心地觀經淺註科文,Dàshèng běnshēng xīndìguān jīng qiǎnzhù kēwén,Topical-Outline (Kē-wén) to the Shallow Notes on the Mahāyāna Mind-Ground Sūtra,1722,1735,
